user_id,daily_usage_min,sessions_per_day,avg_session_duration,purchase_count,referral_count,true_cluster
1,-265.7216461515478,47.69589376128066,66.72644013631724,-14.982283864754427,-14.092758358531688,Whales
2,-204.05000622952764,-18.77130647587814,46.15359965046431,-5.1688636398433285,-12.967216561626383,Viral
3,-258.2922506927164,42.79519217405787,65.22337197856626,-13.241841567571639,-11.749427953238012,Whales
4,-32.351379550987595,40.21176099487563,30.20827820925554,11.525090616041467,-16.546889678050952,Sleeping
5,-71.89960318534413,44.04391380822117,53.73859633646765,0.5849008691246538,-14.232958480546896,Sleeping
6,-129.87763209969395,42.8766219025441,35.16789042820603,10.845554532231303,-11.739620203617271,Sleeping
7,-135.39947917263953,-5.871212926437842,9.810707056678323,-11.310398842100456,-6.121991483396917,Viral
8,-198.5064909769934,-54.241032482087405,88.77835796472999,-3.8613723617779967,3.5609957516235564,Active
9,-90.41062052661596,41.84791564747669,61.55700676244325,7.85974085807813,-13.593524698564547,Sleeping
10,-205.26504147374516,-43.870494002965906,91.3856818554947,6.384813152416212,7.289149995923375,Active
11,-262.63271051590704,48.955305212996315,72.09690049738155,-17.521331780262287,-13.423511234220994,Whales
12,-126.31769715381827,-37.691872650843,78.64937294524677,5.105917830889873,12.345354612865648,Active
13,-83.45563007412987,41.357554439839234,45.32301446664357,3.016252033180896,-12.630257974207545,Sleeping
14,-160.40694885712065,-20.842369175803103,36.34178100812033,1.6281535851233164,-9.548048276394262,Viral
15,-282.70829504455395,42.6538392135642,62.421712285989734,-20.88099142706329,-10.55191824341693,Whales
16,-251.9251372312296,57.58107208938009,69.66375754341128,-16.45826052405565,-14.045063512012605,Whales
17,-296.66266650380584,42.3197717739827,74.92362241890443,-19.041450577275832,-14.025441881751618,Whales
18,-163.81125691693882,-20.056776520993168,-1.4966975498153738,5.051745870322696,-4.426302829336173,Viral
19,-188.0899242928508,-42.22790783269133,82.10511972041269,5.123802027109763,12.404762601940043,Active
20,-115.51561880285198,-21.34342407159177,2.9015711178854557,-4.245473368947684,-9.079662722035238,Viral
21,-81.23387394034526,59.2333616643791,44.099787310202146,10.9523853782906,-16.292518372515758,Sleeping
22,-230.9247054360046,-39.14677475246011,83.83037911260938,1.548364062653959,4.804411428364524,Active
23,-248.08699839645737,46.504296475763574,73.04805145894329,-18.423730339019404,-14.585818117115904,Whales
24,-280.8665378912468,48.83700226555217,61.59389734859271,-18.995020987341665,-10.94124344647989,Whales
25,-198.42237394431066,-36.213753500829,67.79677630749241,8.612482880976152,6.600906466839206,Active
26,-277.43875681800307,48.30465600802606,70.68279788573109,-17.6776557559778,-13.98571116600669,Whales
27,-81.37664889843246,-14.496792735290088,11.369611013070475,-8.54176308926655,-3.839733436772443,Viral
28,-132.75079203345098,-13.795056541526584,15.358834863951836,-8.541004058495197,-12.596608167075882,Viral
29,-71.44476430087992,46.48559349358211,41.11706935258286,11.163920259184701,-11.679130742497389,Sleeping
30,-219.30186574834417,-27.127069317543256,28.945582645898703,-4.340637654578745,-7.367590883918675,Viral
31,-208.82822809543563,-44.607843924116295,88.1814239530946,-1.7064674625586367,7.125283277210324,Active
32,-173.04951036033353,-5.378569170214705,5.701999187770726,0.11197438958110939,-3.8042372018173083,Viral
33,-101.17958808437184,50.539919087937164,57.328327063368704,11.408369656970457,-14.578627567561535,Sleeping
34,-287.73953356059053,42.36068923821433,66.10563862250844,-14.510374639505116,-10.869711215939429,Whales
35,-157.51984731715842,-20.397464956425132,36.00161281301092,-7.200464182681283,-6.824442116288598,Viral
36,-288.92745541349956,43.06551751182409,60.75500728868414,-19.43524404508695,-12.715750435156696,Whales
37,-146.53548603028565,-13.49322917834541,1.9973113339790254,-0.9188911804413666,-10.769122213015436,Viral
38,-246.0959934731531,-39.44097550568637,96.61202575419733,8.106688902798847,9.853859070865637,Active
39,-184.85616592497587,-23.10390819830763,-4.358776983282133,-2.5742237602108986,-4.087768263854699,Viral
40,-61.93475063638094,45.175964215910824,52.356986173240244,7.998076319275631,-12.28997929138388,Sleeping
41,-65.58988256316438,40.40057491460266,58.690592723560684,0.5370785182263949,-12.679725356645855,Sleeping
42,-180.382925594471,-7.012920069195438,22.826714530142915,1.4282290488185039,-0.5946820559280148,Viral
43,-222.2524787564803,-46.78996985876834,73.45415738907664,1.9993035881426233,8.215655748385363,Active
44,-39.130197108944486,39.815434957823214,33.073605593984375,10.657822726906776,-14.98277366131171,Sleeping
45,-218.53394997852223,-35.547958406330366,57.293553253180434,1.9691570187433711,9.490829406589365,Active
46,-297.65851810720807,47.52350520038608,61.96918141500451,-17.84343685520527,-13.876676567955805,Whales
47,-182.30813274925364,-0.6496046335600756,3.111277516984912,-5.015123021058495,-11.697512507645673,Viral
48,-211.56298759610434,-37.16270863263257,70.1539901568357,3.412758669581468,13.789356534316052,Active
49,-47.34979751474066,42.51491450624421,49.57003052377953,6.628179990614895,-15.637565521843904,Sleeping
50,-254.50374019552208,-34.2380517263297,72.19154370827701,1.9320007697330677,7.729260886684426,Active
51,-202.75134626566597,-16.833954291185275,-8.851628726754385,-4.530927263518536,-7.190759773746522,Viral
52,-179.22974558602522,-24.812621266989222,-14.800950062535037,2.579372663642229,-10.922920726680776,Viral
53,-152.42754125954818,-28.834764211703,6.5614131181721405,1.09225295525744,-4.117572457557332,Viral
54,-39.4704495397278,50.12273086286827,36.844270424104415,8.09475218516472,-10.705629055148009,Sleeping
55,-187.95876708056318,-39.58514235453346,87.3821800468219,3.7324927524536102,5.550721621537484,Active
56,-190.05963039528797,-39.887562847429834,85.65333490965776,3.453705402797348,9.040972605074034,Active
57,-144.76922711933636,-29.253348047308624,8.100088436155175,1.94609030165382,-6.855399448278309,Viral
58,-187.03314963851042,-33.12091349897587,46.88639257689495,-5.436946220447361,2.793574853229999,Active
59,-49.279709154603125,46.89844894249013,34.57861267535664,4.468657633155885,-12.075692832734514,Sleeping
60,-264.8042565790705,45.88954520127936,58.64054266004227,-18.040795701407013,-11.483541494233684,Whales
61,-55.674182946785166,39.4942393115553,58.3474753001604,4.31797512037744,-14.058526270806125,Sleeping
62,-295.43876144069793,54.378218334214026,84.5871568141257,-16.333275412857006,-12.268349682008534,Whales
63,-108.90812125782463,-13.289700574534102,8.218782932362263,1.42999321314803,-7.135507843812002,Viral
64,-74.65598206355322,50.360924767448324,53.93448367295895,5.1476090499688265,-11.595029756316258,Sleeping
65,-184.93725709034416,-33.815146072861985,69.49746848251169,4.970056439255098,8.741249520305603,Active
66,-274.93023716749764,47.7072723407079,68.54965684757609,-11.150734667106988,-12.66330930667936,Whales
67,-82.22774289811828,55.42680305253218,39.88994747189203,13.243174219237938,-12.885000822840436,Sleeping
68,-240.70042589265944,-40.7060373844317,61.946128607778505,6.441320227927378,13.225970778565891,Active
69,-185.7262696608495,-40.632231312477984,83.57843915801386,10.125112748947977,6.601469737815385,Active
70,-106.13722981722523,42.652186138493725,48.30719797693446,6.101865169326104,-9.906682672591753,Sleeping
71,-222.9292304024487,-15.299645386112356,7.25159018536686,4.913051084456361,-14.11576784086458,Viral
72,-45.706242339179916,38.18946985607036,63.164191859539976,10.059783114264551,-15.010379785321598,Sleeping
73,-146.29159105575047,-45.870029776073146,86.82211186050523,3.1641083166259305,10.143917974216311,Active
74,-63.34752811871863,40.68270675134508,41.245751269681335,7.958302298626224,-15.219987645736813,Sleeping
75,-181.73837564999818,-23.522648897107814,11.78448633086359,-5.276108431987629,-11.39713282998223,Viral
