user_id,daily_usage_min,sessions_per_day,avg_session_duration,purchase_count,referral_count,true_cluster,PC1,PC2,PC1_3d,PC2_3d,PC3_3d,tSNE1,tSNE2
1,-265.7216461515478,47.69589376128066,66.72644013631724,-14.982283864754429,-14.092758358531688,Whales,-1.771000010363763,-1.0482968620477788,-1.771000010363763,-1.0482968620477788,0.31375226263817735,-50.449272,-17.991697
2,-204.05000622952764,-18.77130647587814,46.15359965046431,-5.1688636398433285,-12.967216561626383,Viral,-0.18891641837693554,-0.17556557103028966,-0.18891641837693554,-0.17556557103028966,-0.5327049440276413,28.586933,-6.810261
3,-258.2922506927164,42.79519217405787,65.22337197856626,-13.24184156757164,-11.749427953238012,Whales,-1.4617164886830434,-0.9951888744989535,-1.4617164886830434,-0.9951888744989535,0.2908666710663728,-50.909977,-13.275015
4,-32.351379550987595,40.21176099487563,30.20827820925554,11.525090616041467,-16.546889678050952,Sleeping,-0.1721152002943893,2.5647689475785693,-0.1721152002943893,2.5647689475785693,0.5141166760923186,16.141909,78.503555
5,-71.89960318534413,44.04391380822117,53.73859633646765,0.5849008691246538,-14.232958480546896,Sleeping,-0.633295325000886,1.3928308660969049,-0.633295325000886,1.3928308660969049,0.8514240642586498,-28.677391,58.952705
6,-129.87763209969395,42.8766219025441,35.16789042820603,10.845554532231304,-11.739620203617273,Sleeping,-0.12859908156822786,1.4886798726578037,-0.12859908156822786,1.4886798726578037,0.39466485246391475,-12.416037,38.942223
7,-135.39947917263953,-5.871212926437842,9.810707056678323,-11.310398842100456,-6.121991483396917,Viral,-0.19827175305290165,0.5155855408921323,-0.19827175305290165,0.5155855408921323,-1.3802067621766603,41.988663,27.000355
8,-198.5064909769934,-54.241032482087405,88.77835796472999,-3.8613723617779967,3.5609957516235564,Active,1.5095685178530562,-1.408671966192831,1.5095685178530562,-1.408671966192831,0.42145366883302926,38.419724,-54.2461
9,-90.41062052661596,41.84791564747669,61.55700676244325,7.85974085807813,-13.593524698564549,Sleeping,-0.23349016632738642,1.3811896097568404,-0.23349016632738642,1.3811896097568404,1.1805804461973881,-50.19426,55.30012
10,-205.2650414737452,-43.87049400296591,91.3856818554947,6.384813152416212,7.289149995923375,Active,2.0682792743044156,-1.1738625232384858,2.0682792743044156,-1.1738625232384858,0.8442314320617179,52.463737,-58.67438
11,-262.63271051590704,48.95530521299632,72.09690049738155,-17.521331780262287,-13.423511234220994,Whales,-1.8515589492625986,-1.2176273898509273,-1.8515589492625986,-1.2176273898509273,0.42935950231967596,-35.3506,-28.70716
12,-126.31769715381829,-37.691872650843,78.64937294524677,5.105917830889873,12.345354612865648,Active,2.352528348623052,-0.5128403837947889,2.352528348623052,-0.5128403837947889,0.7525967441269136,77.379906,-13.434878
13,-83.45563007412987,41.357554439839234,45.32301446664357,3.016252033180896,-12.630257974207543,Sleeping,-0.4212766920126806,1.4471181002635647,-0.4212766920126806,1.4471181002635647,0.6119605250644533,-24.424982,52.367916
14,-160.40694885712065,-20.842369175803103,36.34178100812033,1.6281535851233164,-9.548048276394262,Viral,0.43855318307277796,0.48303796364029483,0.43855318307277796,0.48303796364029483,-0.5328776444467819,29.969828,8.220324
15,-282.70829504455395,42.6538392135642,62.42171228598973,-20.88099142706329,-10.55191824341693,Whales,-1.804994886605287,-1.507244321964812,-1.804994886605287,-1.507244321964812,-0.047488706992881324,-62.262867,-28.35935
16,-251.9251372312296,57.58107208938009,69.66375754341128,-16.45826052405565,-14.045063512012604,Whales,-1.9492829369844185,-0.9892696343611063,-1.9492829369844185,-0.9892696343611063,0.5033154470291867,-40.085655,-9.873065
17,-296.66266650380584,42.3197717739827,74.92362241890443,-19.041450577275832,-14.025441881751618,Whales,-1.9243387826737592,-1.6176684520660667,-1.9243387826737592,-1.6176684520660667,0.3046369771772996,-31.904078,-65.50904
18,-163.81125691693882,-20.056776520993168,-1.4966975498153738,5.051745870322696,-4.426302829336173,Viral,0.8129034808395775,0.9684360054362776,0.8129034808395775,0.9684360054362776,-1.5264445835616542,18.764217,25.870823
19,-188.0899242928508,-42.22790783269133,82.10511972041269,5.123802027109763,12.404762601940044,Active,2.3102056209474076,-1.108884702807921,2.3102056209474076,-1.108884702807921,0.6259369560179044,60.30454,-42.247158
20,-115.51561880285198,-21.34342407159177,2.901571117885456,-4.245473368947684,-9.079662722035238,Viral,0.20711298242546528,1.095049450742338,0.20711298242546528,1.095049450742338,-1.5125484779900096,32.55131,38.24326
21,-81.23387394034526,59.2333616643791,44.09978731020215,10.9523853782906,-16.292518372515758,Sleeping,-0.5259951861625568,2.0039896417433076,-0.5259951861625568,2.0039896417433076,0.9519527803313096,-8.414592,44.85368
22,-230.9247054360046,-39.14677475246011,83.83037911260938,1.548364062653959,4.804411428364524,Active,1.5492243421417236,-1.3702562816951667,1.5492243421417236,-1.3702562816951667,0.4748735672207681,35.98134,-51.76479
23,-248.08699839645735,46.50429647576357,73.04805145894329,-18.423730339019404,-14.585818117115904,Whales,-1.8994840996030242,-1.1158744968617083,-1.8994840996030242,-1.1158744968617083,0.4490296463456605,-29.435005,-23.184387
24,-280.8665378912468,48.83700226555217,61.59389734859271,-18.995020987341665,-10.94124344647989,Whales,-1.8273017377185237,-1.363410326275126,-1.8273017377185237,-1.363410326275126,0.042663301143353025,-63.131718,-23.822788
25,-198.42237394431064,-36.213753500829,67.79677630749241,8.612482880976152,6.600906466839206,Active,1.9813413949589231,-0.6284545256846987,1.9813413949589231,-0.6284545256846987,0.3167482855046896,43.732624,-23.82538
26,-277.43875681800307,48.30465600802606,70.68279788573109,-17.6776557559778,-13.98571116600669,Whales,-1.916059361066099,-1.3131351410450491,-1.916059361066099,-1.3131351410450491,0.33353264775055874,-47.130802,-34.20354
27,-81.37664889843246,-14.496792735290088,11.369611013070475,-8.54176308926655,-3.839733436772443,Viral,0.3086504500827349,0.9460788937778924,0.3086504500827349,0.9460788937778924,-1.1918394786625321,34.069176,30.868086
28,-132.75079203345098,-13.795056541526584,15.358834863951836,-8.541004058495197,-12.596608167075882,Viral,-0.32933361837459907,0.7501373127330822,-0.32933361837459907,0.7501373127330822,-1.2418828772311126,37.922703,30.926334
29,-71.44476430087992,46.48559349358211,41.11706935258286,11.1639202591847,-11.679130742497389,Sleeping,-0.03484400751553407,1.9256924851548993,-0.03484400751553407,1.9256924851548993,0.7813079501501335,-8.982268,41.341053
30,-219.30186574834417,-27.127069317543256,28.945582645898703,-4.340637654578745,-7.367590883918675,Viral,0.24720458045628593,-0.24961949307882103,0.24720458045628593,-0.24961949307882103,-1.123273102664573,10.43261,-17.001575
31,-208.82822809543563,-44.607843924116295,88.1814239530946,-1.706467462558637,7.125283277210324,Active,1.668606070384151,-1.4780401703901573,1.668606070384151,-1.4780401703901573,0.534536171402182,39.116825,-53.8306
32,-173.04951036033353,-5.378569170214705,5.701999187770726,0.1119743895811093,-3.804237201817308,Viral,0.3989835784747805,0.6347762942765439,0.3989835784747805,0.6347762942765439,-1.3163671948356481,19.514862,22.966625
33,-101.17958808437184,50.539919087937164,57.328327063368704,11.408369656970455,-14.578627567561536,Sleeping,-0.2817844490033425,1.5647632749689357,-0.2817844490033425,1.5647632749689357,1.201103184726925,-42.646988,37.144844
34,-287.73953356059053,42.36068923821433,66.10563862250844,-14.510374639505116,-10.869711215939429,Whales,-1.5176477616022166,-1.3399679974295977,-1.5176477616022166,-1.3399679974295977,0.19682907134356212,-44.423855,-46.02941
35,-157.51984731715842,-20.39746495642513,36.00161281301092,-7.200464182681283,-6.824442116288598,Viral,0.18226932694104375,0.07109834141049065,0.18226932694104375,0.07109834141049065,-0.7401369710300659,27.640808,0.9072455
36,-288.9274554134996,43.06551751182409,60.75500728868414,-19.43524404508695,-12.715750435156696,Whales,-1.8903840924608908,-1.4037094323456702,-1.8903840924608908,-1.4037094323456702,-0.07925915388013066,-65.670876,-27.299545
37,-146.53548603028565,-13.49322917834541,1.9973113339790252,-0.9188911804413666,-10.769122213015436,Viral,0.08521943962980076,1.0697500225263201,0.08521943962980076,1.0697500225263201,-1.471327477701392,8.355593,27.78299
38,-246.0959934731531,-39.44097550568637,96.61202575419732,8.106688902798847,9.853859070865637,Active,2.174766279832169,-1.5935012811282436,2.174766279832169,-1.5935012811282436,0.9694773968336686,42.94138,-60.891766
39,-184.85616592497587,-23.10390819830763,-4.358776983282133,-2.5742237602108986,-4.087768263854699,Viral,0.46651650356041163,0.5021199032008408,0.46651650356041163,0.5021199032008408,-1.888211539766156,10.686911,19.385357
40,-61.93475063638094,45.17596421591082,52.35698617324024,7.998076319275631,-12.28997929138388,Sleeping,-0.1605437470041018,1.7325192715226254,-0.1605437470041018,1.7325192715226254,1.0396685903181873,-30.395813,79.34113
41,-65.58988256316438,40.40057491460266,58.69059272356069,0.5370785182263949,-12.679725356645855,Sleeping,-0.46387146257910056,1.3042069599690813,-0.46387146257910056,1.3042069599690813,0.97785485482469,-33.27171,66.25997
42,-180.382925594471,-7.012920069195438,22.826714530142915,1.428229048818504,-0.5946820559280148,Viral,0.7061938001588869,0.2622629279301557,0.7061938001588869,0.2622629279301557,-0.821243953659003,14.716621,12.960337
43,-222.2524787564803,-46.78996985876834,73.45415738907664,1.9993035881426235,8.215655748385363,Active,1.8849611764276863,-1.278143532811359,1.8849611764276863,-1.278143532811359,0.14322901310439118,32.56089,-43.091225
44,-39.130197108944486,39.815434957823214,33.073605593984375,10.657822726906776,-14.98277366131171,Sleeping,-0.11878825954647132,2.3768873642169552,-0.11878825954647132,2.3768873642169552,0.555313534102089,16.024149,78.4305
45,-218.53394997852223,-35.547958406330366,57.293553253180434,1.9691570187433711,9.490829406589365,Active,1.7686556240459133,-1.0063120956596696,1.7686556240459133,-1.0063120956596696,-0.1936402336962537,25.83501,-32.861324
46,-297.65851810720807,47.52350520038608,61.96918141500451,-17.84343685520527,-13.876676567955805,Whales,-1.9649075929174014,-1.3726931583925261,-1.9649075929174014,-1.3726931583925261,0.011979603423010366,-70.11028,-21.158295
47,-182.30813274925364,-0.6496046335600756,3.111277516984912,-5.015123021058495,-11.697512507645673,Viral,-0.4220815548084255,0.6762194201485927,-0.4220815548084255,0.6762194201485927,-1.5156855592120397,5.3717833,9.440259
